AI_id,text_obj,text_mthd,text_deal,document,label
id_0950853,주유소,소매업,휘발유 경유 등?판매,주유소 소매업 휘발유 경유 등유 판매,G47477
id_0293373,주유소에서,?유시설을갖추고일반소비자에게,차량용액체원료소매,주유소에서 급유시설을갖추고일반소비자에게 차량용액체원료소매,G47477
id_0117040,주유소에서,급유시설을 갖추고 차?u용 액체연료 소매,휘발유 경유,주유소에서 급유시설을 갖추고 차량용 액체연료 소매 휘발유 경유,G47477
id_0005328,주유소에서,주유시설을 갖추고,차?용액체연료 소매,주유소에서 주유시설을 갖추고 차량용액체연료 소매,G47477
id_0210159,공원내에서,이용객을 대상으로,기프트?,공원내에서 이용객을 대상으로 기프트,G47476
id_0407492,소비자에게,가게에서,cd? 음반,소비자에게 가게에서 cd 음반,G47476
id_0522304,스쿠버?에서,고객들에게,각종수쿠버활동용품,스쿠버에서 고객들에게 각종스쿠버활동용품,G47476
id_0668086,영업장에서,일반소비자에게,?시장비소매,영업장에서 일반소비자에게 시장비소매,G47476
id_0057046,매장에서,고객주문을?아,도배칠공사,매장에서 고객주문을 받아 도배칠공사,G47475
id_0269296,매장에서,소비자를 대상으로,벽지? 정펀,매장에서 소비자를 대상으로 벽지 정펀,G47475
id_0354496,샷시유리,주택 샷시문 제작?g,샷시 시공및 판매,샷시유리 주택 샷시문 제작 샷시 시공및 판매,G47475
id_0308208,조명기구?,일반소비자를대상으로,조명기구소매,조명기구 일반소비자를대상으로 조명기구소매,G47475
id_0075129,철물,소매,앵글 수도?룸,철물 소매 앵글 수도룸,G47475
id_0538244,가게에서,일반소비자에게,여자용자? 바지,가게에서 일반소비자에게 여자용자 바지,G47474
id_0845071,대?할인매장에서,일반소비자에게,액세서리 가방소매,대형할인매장에서 일반소비자에게 액세서리 가방소매,G47474
id_0964873,매장에서,고객에게소매,남성?류,매장에서 고객에게소매 남성의류,G47474
id_0843277,매장에서,고객을대상으로 소매업,셔츠 ? 기타의복,매장에서 고객을대상으로 소매업 셔츠 기타의복,G47474
id_0134119,매장에서,일반고객을대상으로,티? 바지,매장에서 일반고객을대상으로 티셔츠 바지,G47474
id_0535755,매장에서,일반소비자에게,여성?류,매장에서 일반소비자에게 여성의류,G47474
id_0269325,매장에서,일반인 상?로,여성복판매,매장에서 일반인 대상로 여성복판매,G47474
id_0696051,매장에서,일반인에게,여성?류,매장에서 일반인에게 여성의류,G47474
id_0334852,매장에서,일반인을 상대로,여성용 코트 ?,매장에서 일반인을 상대로 여성용 코트,G47474
id_0001845,매장에서,일반인을대상으로,? 티셔츠,매장에서 일반인을대상으로 티셔츠,G47474
id_0069451,사업장,일반인대상으로,캐주얼?판매,사업장 일반인대상으로 캐주얼 판매,G47474
id_0209013,사업장에서,고객을 대상으로,족부체형?춤판매,사업장에서 고객을 대상으로 족부체형춤판매,G47474
id_0729397,사업장에서,일반소비자에게,?트 소매,사업장에서 일반소비자에게 트 소매,G47474
id_0254262,산업사용자에게,영업장에서,포장재 장갑 ? 소매,산업사용자에게 영업장에서 포장재 장갑 소매,G47474
id_0818598,영업장에서,일반인에게,귀금?소매,영업장에서 일반인에게 귀금속 소매,G47474
id_0020361,영업장에서,일반인을대상으로,구제의류?,영업장에서 일반인을대상으로 구제의류,G47474
id_0968591,옷집에서,일반소비자에게,바지?의류소매,옷집에서 일반소비자에게 바지 의류소매,G47474
id_0124323,일반고객을 대상으로,매장에서,침구 커튼 블라?드,일반고객을 대상으로 매장에서 침구 커튼 블라인드,G47474
id_0840807,일반소비자에게,가게에서,개량한복? 기성한복소매,일반소비자에게 가게에서 개량한복 기성한복소매,G47474
id_0778955,사업장에서,일반인을 대상으로,휴대?통신기기,사업장에서 일반인을 대상으로 휴대용 통신기기,G47473
id_0365274,가게에서,일반소비자 대상으로,김 ?태판매등 건어물,가게에서 일반소비자 대상으로 김 황태판매등 건어물,G47472
id_0598825,가게에서,일반인을대상으로,떡케이?나매,가게에서 일반인을대상으로 떡케잌 판매,G47472
id_0820534,감,?감,소매,감 감 소매,G47472
id_0089726,매장에서,일반고객,신선?동 및 수산물소개업,매장에서 일반고객 신선동 및 수산물소개업,G47472
id_0587174,사?장에서,일반소비자에게,생선회 소매,사업장에서 일반소비자에게 생선회 소매,G47472
id_0258322,사업장에서,?만소비자에게,젓갈류,사업장에서 일반소비자에게 젓갈류,G47472
id_0388468,사업장에서,일반인을대상으로,과일?채소판매,사업장에서 일반인을대상으로 과일 채소판매,G47472
id_0853416,유통에서,,?판매,유통에서 판매,G47472
id_0634892,가게에서 면적?미만,일반인을대상으로,음식료품 소매,가게에서 면적미만 일반인을대상으로 음식료품 소매,G47471
id_0548542,마트에서,일반소비자에게,식 음료 제?,마트에서 일반소비자에게 식 음료 제,G47471
id_0864346,매장에서,고객의 요청으로,식품?잡화 소매,매장에서 고객의 요청으로 식품 잡화 소매,G47471
id_0397784,매장에서,체인계약을 체결하여,식료? 담매소매,매장에서 체인계약을 체결하여 식료품 담매소매,G47471
id_0295150,사업장에서,매장면적면적 미만 을 갖추고,음?식료품 위주 소매,사업장에서 매장면적면적 미만 을 갖추고 음식료품 위주 소매,G47471
id_0484292,사업장에서,매장면직면적의 시설을 갖추고,음식료?위주소매,사업장에서 매장면직면적의 시설을 갖추고 음식료품위주소매,G47471
id_0428639,사업장에서,일반고객에게,창고형반품?,사업장에서 일반고객에게 창고형반품,G47471
id_0398038,슈퍼마켓에서,,음 식?품소매,슈퍼마켓에서  음 식료품소매,G47471
id_0696108,슈퍼에서 m미만,일반소비자에게 소매,기타음식료?위주 음료수 과자,슈퍼에서 m미만 일반소비자에게 소매 기타음식료품위주 음료수 과자,G47471
id_0795543,편의점애서,계약체결하여,식료품 ?배 판매,편의점애서 체인계약을 체결하여 식료품 담배 판매,G47471
id_0432643,편의점에서,체인계?을 체결하여,식료품 담배,편의점에서 체인계약을 체결하여 식료품 담배,G47471
id_0109219,편의점에서,체인계약?체결하고,식 음료품소매,편의점에서 체인계약을 체결하고 식 음료품소매,G47471
id_0816254,편의점에서,체인계약을 통해 일반소비자에게,식료품 담배 ? 각종상품 소매,편의점에서 체인계약을 통해 일반소비자에게 식료품 담배 각종상품 소매,G47471
id_0385706,홍보물 판촉물 화장품 기타직물제품 잡화 문구용품 ?,,,홍보물 판촉물 화장품 기타직물제품 잡화 문구용품,G47471
id_0278935,?업장에서,산업사용자에게,금속초면처리 화학제품,사업장에서 산업사용자에게 금속초면처리 화학제품,G46467
id_0085338,농약사에서,일반소비자에게,혼?화학용비료와농업용용약물을판매,농약사에서 일반소비자에게 혼합화학용비료와농업용용약물을판매,G46467
id_0397001,사업장에서,도매 ? 산업사용자에게,공병 고철 기타판매,사업장에서 도매 산업사용자에게 공병 고철 기타판매,G46467
id_0933527,사업장에서,산업사용자에게,h빔 각종?재도매,사업장에서 산업사용자에게 h빔 각종 재도매,G46467
id_0408877,사업장에서,설비업체에,동관 ?인레스관 도매,사업장에서 설비업체에 동관 스테인레스관 도매,G46467
id_0868708,사업장에서,차량이용,재생재료?비판매 알루미늄,사업장에서 차량이용 재생재료 비판매 알루미늄,G46467
id_0769288,영업장에서,산업사용자대상,?지도매,영업장에서 산업사용자대상 지도매,G46467
id_0666177,골재 철물관련?품을 건축 자재를,사업장에서,모래 골재 철물,골재 철물관련품을 건축 자재를 사업장에서 모래 골재 철물,G46466
id_0804736,매장에서,도매,드라이버 ?치등 수공구,매장에서 도매 드라이버 치등 수공구,G46466
id_0878871,사업장에서,다른소매업자에게,온돌판? 필름도매,사업장에서 다른소매업자에게 온돌판 필름도매,G46466
id_0608405,사업장에서,산업사용자에게,?트도매,사업장에서 산업사용자에게 시멘트도매,G46466
id_0729434,사업체에서,골재 ?돌및 시멘트,도매함,사업체에서 골재 돌및 시멘트 도매함,G46466
id_0080120,cctv 보안장비 네트워크장비외 주차관제및출입통제장?,,,cctv 보안장비 네트워크장비외 주차관제및출입통제장,G46465
id_0914480,레이저커팅기 조각기 금속가동기 공작기계 선반 ?,,,레이저커팅기 조각기 금속가동기 공작기계 선반,G46465
id_0754551,매장에서,힐스?찜질방,의료기판매,매장에서 힐스찜질방 의료기판매,G46465
id_0916447,사업장에서,산업? 사용자,사무용 기기 도매,사업장에서 산업 사용자 사무용 기기 도매,G46465
id_0586011,사업장에서,산업사용자에게,미?기기 도매,사업장에서 산업사용자에게 미기기 도매,G46465
id_0740812,사업장에서,소매업체대상으로,컴퓨?주변기기,사업장에서 소매업체대상으로 컴퓨터주변기기,G46465
id_0960578,정보통신 네트워크 광케이블접속공사 정보통신기기설?,,,정보통신 네트워크 광케이블접속공사 정보통신기기설비,G46465
id_0781894,매장에서,소매,타?판매,매장에서 소매 타판매,G46464
id_0495281,매장에서,소매업자를 대상?,화장품,매장에서 소매업자를 대상 화장품,G46464
id_0843426,매장에서,소매업자에게 도매,name?,매장에서 소매업자에게 도매 name,G46464
id_0208615,매장에서,일반소비자? 대상으로,낚시용품 도 소매,매장에서 일반소비자 대상으로 낚시용품 도 소매,G46464
id_0650190,목재 원목가구를,주문의뢰받아,원목가구?신판매,목재 원목가구를 주문의뢰받아 원목가구신판매,G46464
id_0058463,사어?에서,다른소매업자에게,물티슈및 생활용품도매,사업장에서 다른소매업자에게 물티슈및 생활용품도매,G46464
id_0388857,사업장에서,업체를 대상으로,?광등 조명기구 도매,사업장에서 업체를 대상으로 광등 조명기구 도매,G46464
id_0096373,사업체에서,의뢰인대상,광고 이?판촉물,사업체에서 의뢰인대상 광고 이판촉물,G46464
id_0945651,영업장에서,고객대상으로,도서?인쇄물,영업장에서 고객대상으로 도서인쇄물,G46464
id_0749754,영업장에서,일반소비자에게,의료?체험,영업장에서 일반소비자에게 의료체험,G46464
id_0236031,?류,가공발골하여,돈육,육류 가공발골하여 돈육,G46463
id_0803569,?주 약주 청주 민속주,,,소주 약주 청주 민속주,G46463
id_0504061,각음식점에,영업장에서,가공식품 유?,각음식점에 영업장에서 가공식품 유통,G46463
id_0600280,낙농품 및 동?식물성 유지 도매업,,,낙농품 및 동물식물성 유지 도매업,G46463
id_0584439,사?장에서,소매업자에게,양파도매,사업장에서 소매업자에게 양파도매,G46463
id_0354723,영업장에서,음식점에,간장 ?장도매,영업장에서 음식점에 간장 장도매,G46463
id_0169073,지역농산물 ?감 감식초 채소류 판매,,,지역농산물 감 감식초 채소류 판매,G46463
id_0677698,사업장에서,무역도매,참?,사업장에서 무역도매 참,G46462
id_0802618,소매업자자를 대상으로,묘목,과수묘? 판매,소매업자자를 대상으로 묘목 과수묘목 판매,G46462
id_0485229,정원수 잔디 묘목,도소매,묘? 및 정원수 판매,정원수 잔디 묘목 도소매 묘목 및 정원수 판매,G46462
id_0518410,중개를통하여,사업장에서,생활잡화 선물?트 판촉물 도매,중개를통하여 사업장에서 생활잡화 선물트 판촉물 도매,G46461
id_0904700,매장에서,오토바이 ?터에 도매,오토바이부품판매,매장에서 오토바이 터에 도매 오토바이부품판매,G45453
id_0923225,오토바이 대리점,소매업자에게 도매,신품 ? 중고 오토바이 도매,오토바이 대리점 소매업자에게 도매 신품  중고 오토바이 도매,G45453
id_0004100,일반일대상으로,매장에서,오토바이?부품,일반일대상으로 매장에서 오토바이부품,G45453
id_0494527,대전 충청로드?,사무실에서,네비게이션 블랙박스도매,대전 충청로드 사무실에서 네비게이션 블랙박스도매,G45452
id_0081036,사업장에서,일반고객을상대로,자동차용 내장용신?판매,사업장에서 일반고객을상대로 자동차용 내장용신판매,G45452
id_0094141,사업장에서,일반고객의요처으로,타이어?체및판매,사업장에서 일반고객의요처으로 타이어체및판매,G45452
id_0727552,사업장에서,일반소비자에게,밧데리 차?용 차량소모품소매,사업장에서 일반소비자에게 밧데리 차량용 차량소모품소매,G45452
id_0092561,사업장에서,폐자동차를?해,자동차 중고부품 수출,사업장에서 폐자동차를 해 자동차 중고부품 수출,G45452
id_0781992,자동차용 신품 타이어 및 튜브를 도?소매하는 산업활동을 말한다,,,자동차용 신품 타이어 및 튜브를 도소매하는 산업활동을 말한다,G45452
id_0168022,사업장에서,배를이용,중?차수출,사업장에서 배를이용 중고차수출,G45451
id_0467189,사업장에서,장비 ?프카,임대업,사업장에서 장비 캠프카 임대업,F42426
id_0373901,철근 콘크리트,직접시공,철근및 철근 콘크? 공사업,철근 콘크리트 직접시공 철근및 철근 콘크리트 공사업,F42425
id_0891991,고객의 사업장에서,고객요구에따라,살냐정삭 ? 안테리어,고객의 사업장에서 고객요구에따라 실내장식 인테리어,F42424
id_0463194,고객의사업장에서,?요구에의해,실내바닥인테리어,고객의사업장에서 요구에의해 실내바닥인테리어,F42424
id_0659039,도배지 장판,일반인 대상,도배장판 ? 실내장식공사,도배지 장판 일반인 대상 도배장판 실내장식공사,F42424
id_0680278,사업장에서,고객의 요청으로,미장 타일? 방수 공사업,사업장에서 고객의 요청으로 미장 타일 방수 공사업,F42424
id_0733298,사업장에서,의뢰를 ?아,페인트칠 공사,사업장에서 의뢰를 받아 페인트칠 공사,F42424
id_0789727,의뢰?은장소에서,시설을 갖추고,도배 장판,의뢰받은장소에서 시설을 갖추고 도배 장판,F42424
id_0330297,인테리어공사 건당 공사예정금액 천백만원 미만인 ?,,,인테리어공사 건당 공사예정금액 천백만원 미만인,F42424
id_0095919,현장에서,고객의 요구에 ?,인테리어 리모델링,현장에서 고객의 요구에 인테리어 리모델링,F42424
id_0711072,영업장에서,고객의 의뢰를 받아,통신 인터? 개통서비스,영업장에서 고객의 의뢰를 받아 통신 인터넷 개통서비스,F42423
id_0253906,현장에서,고객의?받아,전기통신공사,현장에서 고객의뢰 받아 전기통신공사,F42423
id_0991309,건?현장에서,고객요청에 의한,상하수도 배관공사,건설현장에서 고객요청에 의한 상하수도 배관공사,F42422
id_0235239,공사현장에서,건물?기계장비,설치,공사현장에서 건물기계장비 설치,F42422
id_0237602,배관 및 냉 난방 공사업 건물용 기계장비 설치 공사?,,,배관 및 냉 난방 공사업 건물용 기계장비 설치 공사,F42422
id_0197734,?언지하수개발에서,계약등을 통해,지하수개발,언지하수개발에서 계약등을 통해 지하수개발,F42421
id_0369157,건물 및 구축물 해체 공사업 철골 공사업 철근 및 철?,,,건물 및 구축물 해체 공사업 철골 공사업 철근 및 철근,F42421
id_0790547,건설업자,고객의 요청으로,철근? 철근콘크리트공사사,건설업자 고객의 요청으로 철근 철근콘크리트공사사,F42421
id_0091432,건설현장에서,공사진?하기전,비계 형틀공사,건설현장에서 공사진행하기전 비계 형틀공사,F42421
id_0777663,사업장에서,고객의요청에의해,건?철거 시설물공사관리,사업장에서 고객의요청에의해 건물철거 시설물공사관리,F42421
id_0450436,사업장에서,사용자요구에따라,?조물공사,사업장에서 사용자요구에따라 건조물공사,F42421
id_0495378,산업?장에서,고객의 요구에 따라,콘크리트및 철근공사업,사업장에서 고객의 요구에 따라 콘크리트및 철근공사업,F42421
id_0804847,토지 건물 건설현장,주거용주?긍 개발,토목공사,토지 건물 건설현장 주거용주긍 개발 토목공사,F42421
id_0403507,현장에서,고객요청에 따라,토공사재?공사,현장에서 고객요청에 따라 토공사재공사,F42421
id_0916599,현장에서,고객의 요청으 로,파일공사 ? 축조관련기초 공사업,현장에서 고객의 요청으로 파일공사 축조관련기초 공사업,F42421
id_0277697,name?,고객의요구대로,교량보수공사,name? 고객의요구대로 교량보수공사,F41412
id_0718354,name?,일반인대상,조경건설업,name? 일반인대상 조경건설업,F41412
id_0987703,건?현장에서,고객요구에따라,단독주택택지조성공사,건설현장에서 고객요구에따라 단독주택택지조성공사,F41412
id_0142264,,조경식재?조경시설물설치공사,,조경식재 조경시설물설치공사,F41412
id_0585929,건설?장에서,중장비를이용하여,종합주택건설,건설현장에서 중장비를이용하여 종합주택건설,F41411
id_0894167,건설현장에,고객의요구에따라철근및?크리트를이용하여,아파트시공,건설현장에 고객의요구에따라철근및콘크리트를이용하여 아파트시공,F41411
id_0713316,건설현장에서,고객요구에따라,철근및시멘트로단독주주?,건설현장에서 고객요구에따라 철근및시멘트로단독주주,F41411
id_0414891,건설현장에서,고객의요구에따라,기타비거주용 건물건?,건설현장에서 고객의요구에따라 기타비거주용 건물건축,F41411
id_0548782,주거용건물 건설업 단독 및 연립주택 건설업 아파?,,,주거용건물 건설업 단독 및 연립주택 건설업 아파트,F41411
id_0666523,사업장에서,금속류 ?에및 선별,절단 압축,사업장에서 금속류 에및 선별 절단 압축,E38383
id_0684454,폐플라스틱,파쇄,플라?틱가루,폐플라스틱 파쇄 플라스틱가루,E38383
id_0178524,생활폐기물소각장,계약에 의거,매립? 소각 처리,생활폐기물소각장 계약에 의거 매립 소각 처리,E38382
id_0350555,쓰레기 매립장 운영,계약에 의거,매립? 소각 처리,쓰레기 매립장 운영 계약에 의거 매립 소각 처리,E38382
id_0895050,지정외 폐기물 수집운반업 지정폐기물 수집운반업 건?,하수 폐기물처리 원료재생 및,폐기물,지정외 폐기물 수집운반업 지정폐기물 수집운반업 건 하수 폐기물처리 원료재생 및 폐기물,E38381
id_0121105,사업장에서,배관시설을 ?해,증기공급,사업장에서 배관시설을 해 증기공급,D35353
id_0734321,건설?광업용 기계 및 장비 수리업,,,건설광업용 기계 및 장비 수리업,C34340
id_0693104,?에서,고객을대상으로,가발 서비스,에서 고객을대상으로 가발 서비스,C33339
id_0881791,,도장? 고무인장 제작,,도장 고무인장 제작,C33339
id_0527165,사업장에서,고객의요청으로,간판?광고물제조,사업장에서 고객의요청으로 간판 광고물제조,C33339
id_0441608,영업장에서,고객요청에의해,간판?광고물제작,영업장에서 고객요청에의해 간판 광고물제작,C33339
id_0491343,인형 및 장난감 제조업 영상게임기 제조업 기타 오락?,,,인형 및 장난감 제조업 영상게임기 제조업 기타 오락,C33334
id_0269715,모조 귀금속 및 모조 장신용품 제조업 조화 및 모조?,,,모조 귀금속 및 모조 장신용품 제조업 조화 및 모조품,C33331
id_0930682,?목,가공 조립 제작,의자 주방서랍장등,목 가공 조립 제작 의자 주방서랍장등,C32320
id_0247420,나무,재단 조립,씽크대?대,나무 재단 조립 씽크대대,C32320
id_0254167,매장에서,일반인상대로,?춤가구 씽크대 붙박이장 신발장등 판매,매장에서 일반인상대로 맞춤가구 씽크대 붙박이장 신발장등 판매,C32320
id_0592569,사업장에서,고객의 주문을 받아,?춤가구 씽크대 붙악이장 등,사업장에서 고객의 주문을 받아 맞춤가구 씽크대 붙악이장 등,C32320
id_0562551,기관차 및 기타 철도차량 제조업 철도차량부품 및 관?,,,기관차 및 기타 철도차량 제조업 철도차량부품 및 관,C31312
id_0258447,전선,조립가공,기타자동차부?,전선 조립가공 기타자동차부품,C30303
id_0877039,플라스틱도료,입고 검사,범퍼? 휠커버,플라스틱도료 입고 검사 범퍼 휠커버,C30303
id_0296225,?문 금속 유리창,가공조립해서,자동도어제작,문 금속 유리창 가공조립해서 자동도어제작,C29292
id_0847085,가계제작,산업체로,?,가계제작 산업체로,C29292
id_0208167,나무,?아서,목형,나무 아서 목형,C29292
id_0783444,사업장에서,고무를 이용하여,몰드 ? 제조,사업장에서 고무를 이용하여 몰드 제조,C29292
id_0741121,쇠,금형 틀을 ?아서,회사 납품,쇠 금형 틀을 아서 회사 납품,C29292
id_0083585,주물 nc,?계 주조,,주물 nc 계 주조,C29292
id_0842701,철 동,가공,금형 핸드폰 밧데리 자동차밧데리부?,철 동 가공 금형 핸드폰 밧데리 자동차밧데리부품,C29292
id_0074832,철,제괸용접,피?기계,철 제관용접 피기계,C29292
id_0703527,철판,철판가공?용접,농업용기계,철판 철판가공 용접 농업용기계,C29292
id_0499283,토목공사 및 유사용 기계장비 제조업 광물처리 및 취?,제조업,건설기계장비,토목공사 및 유사용 기계장비 제조업 광물처리 및 취 제조업 건설기계장비,C29292
id_0967280,벨브 actuator,조립 검사,산업?벨브제조,벨브 actuator 조립 검사 산업벨브제조,C29291
id_0523939,볼베어링 및 롤러베어링 제조업 기어 및 동력전달장?,,,볼베어링 및 롤러베어링 제조업 기어 및 동력전달장치,C29291
id_0862117,사업장에서,연속식으로작동되?,컨베이어장치제조,사업장에서 연속식으로작동되 컨베이어장치제조,C29291
id_0400903,산업용냉장및냉동장비 공기조절장치 소화기등 공기청?,,,산업용냉장및냉동장비 공기조절장치 소화기등 공기청,C29291
id_0915487,승강기 제조업 컨베이어장치 제조업 기타 물품취급장?,,,승강기 제조업 컨베이어장치 제조업 기타 물품취급장치,C29291
id_0711559,오?셔케이스냉장 냉동고,일반소비자주문,냉장 냉동장비제조,오셔케이스냉장 냉동고 일반소비자주문 냉장 냉동장비제조,C29291
id_0315037,주?텐,선반가공,탭밸브및유사장치,주텐 선반가공 탭밸브및유사장치,C29291
id_0055004,철,절? 용접 가공,컨베이어,철 절단 용접 가공 컨베이어,C29291
id_0811867,사업장에서,,전력기기예방진?장비제조,사업장에서  전력기기예방진장비제조,C28289
id_0708534,led 태양? 충전지,디자인 조립 금영,태양광램프제조,led 태양 충전지 디자인 조립 금영 태양광램프제조,C28284
id_0741018,pcb 젤네일칩,자?입고 조립,젤 네일용램프,pcb 젤네일칩 자입고 조립 젤 네일용램프,C28284
id_0105179,광코드 ?커넥터,원자재입고 권치,,광코드 커넥터 원자재입고 권치,C28283
id_0575857,구리 pe,구리 필? 합지 절단,,구리 pe 구리 필 합지 절단,C28283
id_0348166,배선연결,전기부품,자?화 판넬제작,배선연결 전기부품 자화 판넬제작,C28281
id_0979302,사업장에서,고객요구에따라,계장제어?배전반,사업장에서 고객요구에따라 계장제어배전반,C28281
id_0029931,사업장에서,고객요구에따라,변완기?기타유도자제조,사업장에서 고객요구에따라 변완기기타유도자제조,C28281
id_0641181,전기회로 보호장치,결?장착하여,전기자동차판넬,전기회로 보호장치 결장착하여 전기자동차판넬,C28281
id_0757206,전동기 및 발전기 제조업 변압기 제조업 방전램프용 ?,,,전동기 및 발전기 제조업 변압기 제조업 방전램프용,C28281
id_0133693,광학렌즈 및 광학요소 제조업 사진기 영사기 및 관?,,,광학렌즈 및 광학요소 제조업 사진기 영사기 및 관,C27273
id_0134783,서스 철판,머니싱,물질검사 측정및 ?석기구,서스 철판 머니싱 물질검사 측정및 석기구,C27272
id_0296993,콘덴서 ?항등으로,주문자에게,전자회로제작,콘덴서 저항등으로 주문자에게 전자회로제작,C27272
id_0480297,기공소에서,치과의 의?를 받아,교정장치,기공소에서 치과의 의뢰를 받아 교정장치,C27271
id_0733100,해비메탈 스톤,혼합가?하여,틀니 보철,해비메탈 스톤 혼합가공하여 틀니 보철,C27271
id_0407918,라디오 녹음 및 재생 기기 텔레비전 비디오 및 기?,,,라디오 녹음 및 재생 기기 텔레비전 비디오 및 기,C26265
id_0648215,제조,업체의뢰받아,전기 전자부품 핸드폰? 제조,제조 업체의뢰받아 전기 전자부품 핸드폰 제조,C26264
id_0722544,전자코일 변성기 및 기타 전자유도자 제조업 전자접?,,,전자코일 변성기 및 기타 전자유도자 제조업 전자접,C26262
id_0012896,다이오드 트랜지스터 및 유사 반도체소자 전자집적?,제조업,전자제품장비부품,다이오드 트랜지스터 및 유사 반도체소자 전자집적 제조업 전자제품장비부품,C26261
id_0347379,산업용ssd전문,산업자의뢰로,반도체?,산업용ssd전문 산업자의뢰로 반도체,C26261
id_0575842,?은 철판 및 쇠봉,프레스가공,자동차 엔진부품,은 철판 및 쇠봉 프레스가공 자동차 엔진부품,C25259
id_0847520,공장에서,고객에 의뢰를 ?아,철판절단 절곡,공장에서 고객에 의뢰를 받아 철판절단 절곡,C25259
id_0811648,금속,니켈도금 헤드레스트,도금 자?차헤드스틸바,금속 니켈도금 헤드레스트 도금 자차헤드스틸바,C25259
id_0905784,날붙이 제조업 비동력식 수공구 제조업 톱 및 호환성?,,,날붙이 제조업 비동력식 수공구 제조업 톱 및 호환성,C25259
id_0316288,알루미늄 sus부품,가공,반도체부? sus,알루미늄 sus부품 가공 반도체부품 sus,C25259
id_0098527,철가공물크?,탈취엣칭도금건조하여,금속도금,철가공물크 탈취엣칭도금건조하여 금속도금,C25259
id_0239161,페인트,입고 준비,?,페인트 입고 준비,C25259
id_0326771,항동,단조 가공,건축자재 소?용품실설비자재,항동 단조 가공 건축자재 소용품실설비자재,C25259
id_0134095,?판,재단 절단 절곡용접 도장,금속문 아파트현관문,판 재단 절단 절곡용접 도장 금속문 아파트현관문,C25251
id_0225808,알루미?,조립 피스 나사,샷시,알루미늄 조립 피스 나사 샷시,C25251
id_0100520,철판,절단 가공,?판샤링 에치빔,철판 절단 가공 판샤링 에치빔,C25251
id_0886901,동 압연 압출 및 연신제품 제조업 기타 차 비철금?,,,동 압연 압출 및 연신제품 제조업 기타 차 비철금,C24242
id_0887005,동 압연 압출 및 연신제품 제조업 알루미늄 압연 ?,,,동 압연 압출 및 연신제품 제조업 알루미늄 압연,C24242
id_0991810,돌을가지고,기계로 ?아서,비석 상돌제조,돌을가지고 기계로 아서 비석 상돌제조,C23239
id_0675755,석재 철판,?기,비석,석재 철판 기 비석,C23239
id_0363742,콘크리트 타일 기와 벽돌 및 블록 제조업 콘크리트?,,,콘크리트 타일 기와 벽돌 및 블록 제조업 콘크리트,C23233
id_0904634,pe 폴리에 틀린,가열하여 가공,?터 제조,pe 폴리에 틀린 가열하여 가공 터 제조,C23231
id_0897902,철 유리,절단 조립 ?접,흡연부스,철 유리 절단 조립 용접 흡연부스,C23231
id_0606755,pp,사?성형 조립,,pp 사출성형 조립,C22222
id_0196942,사업장에서,플라스틱가공품을조?하여,실내용골프퍼팅연습기,사업장에서 플라스틱가공품을조하여 실내용골프퍼팅연습기,C22222
id_0454338,스티로폼,박스에 ?춰서,포장용스티로폼,스티로폼 박스에 맞춰서 포장용스티로폼,C22222
id_0130004,알루미늄,캡연마,화장품뚜껑?,알루미늄 캡연마 화장품 뚜껑,C22222
id_0550843,유리섬유 수지,목형 성? 외주,,유리섬유 수지 목형 성형 외주,C22222
id_0315862,특수사 및 코드직물 제조업 적층 및 표면처리 직물 ?,,,특수사 및 코드직물 제조업 적층 및 표면처리 직물,C21213
id_0585702,사?장에서,윤활제품 혼합 용제,오니활성제 보일러청관제 중화제 유기응결제,사업장에서 윤활제품 혼합 용제 오니활성제 보일러청관제 중화제 유기응결제,C20204
id_0636610,잉크,배합하여,인?용잉크,잉크 배합하여 인쇄용잉크,C20204
id_0620146,화장품 제조업 치약 비누 및 기타 세제 제조업 표면?,,,화장품 제조업 치약 비누 및 기타 세제 제조업 표면,C20204
id_0821991,생물 살균?살충제 및 식물보호제 제조업,,,생물 살균 살충제 및 식물보호제 제조업,C20203
id_0852089,비닐,재생비닐입고 녹여서,폴립 밥알같은하?수지,비닐 재생비닐입고 녹여서 폴립 밥알같은하수지,C20202
id_0920617,pcb ic? 트랜스,조립하여,식용유 산화억제장 치 제조,pcb ic 트랜스 조립하여 식용유 산화억제장치 제조,C20201
id_0945631,사업장에서,고객요구로,포토북 포토?,사업장에서 고객요구로 포토북 포토샵,C18181
id_0987930,사업장에서,고객의요청으로,제판?조판,사업장에서 고객의요청으로 제판조판,C18181
id_0675934,사업장에서,중절기이용 제?제본,인쇄물 책자,사업장에서 중절기이용 제판 제본 인쇄물 책자,C18181
id_0314476,인쇄소,계약에의하여,경이?,인쇄소 계약에의하여 경이,C18181
id_0314792,종이 ?름,옵셋인쇄,명함 카다록,종이 름 옵셋인쇄 명함 카다록,C18181
id_0827392,종이,잉크,옵?인쇄,종이 잉크 옵션인쇄,C18181
id_0749454,대나무를 가지고,가늘게 ?아서,죽제품제조업,대나무를 가지고 가늘게 아서 죽제품제조업,C16163
id_0718171,mdf구입하여,절단절?하여,보석함제조,mdf구입하여 절단절하여 보석함제조,C16162
id_0700459,목재,재단 절단 몰딩,목재문?,목재 재단 절단 몰딩 목재문,C16162
id_0437976,산업용,원목제재,파?트,산업용 원목제재 파트,C16162
